,count,mean,std
lactate__missing,193800.0,0.6377605779153767,0.4806487441392888
predictedhospitalmortality,193800.0,0.0041701572100399575,1.0031503509029398
predictedhospitalmortality__missing,193800.0,0.2629050567595459,0.44021243487964257
respiration,193800.0,-0.008639782773632913,0.993552631794516
respiration__missing,193800.0,0.11226006191950465,0.31568695673057784
spo2,193800.0,-0.0029053758014141876,0.9938111112221248
spo2__missing,193800.0,0.05654282765737874,0.23096755521307374
systemicdiastolic,193800.0,-0.002963621416137516,0.9830940384089338
systemicdiastolic__missing,193800.0,0.7742002063983489,0.41810901550917867
systemicmean,193800.0,-0.003832057286791157,0.9923038817523455
systemicmean__missing,193800.0,0.7726057791537668,0.41915032590899093
systemicsystolic,193800.0,-0.004798385984703083,0.9851426809827478
systemicsystolic__missing,193800.0,0.7741744066047471,0.4181259342290188
temperature,193800.0,7.935495199850876e-05,0.9906339842875819
temperature__missing,193800.0,0.9059545923632611,0.2918926319289572
unittype_CCU-CTICU,193800.0,0.07110423116615067,0.25699953362856104
unittype_CSICU,193800.0,0.04966460268317854,0.21725163627610103
unittype_CTICU,193800.0,0.024736842105263158,0.15532242346876887
unittype_Cardiac ICU,193800.0,0.06432920536635707,0.24533909041927046
unittype_MICU,193800.0,0.08431888544891641,0.27786617175173783
unittype_Med-Surg ICU,193800.0,0.5782404540763674,0.4938417659079229
unittype_Neuro ICU,193800.0,0.06685758513931889,0.24977584024082347
unittype_SICU,193800.0,0.060748194014447886,0.23886846873563194
