,count,mean,std
diagnosis_bucket_pulmonary|respiratory failure|acute respiratory failure,160687.0,0.026554730625377287,0.16077853643106702
diagnosis_bucket_pulmonary|respiratory failure|hypoxemia,160687.0,0.005065748940486785,0.07099379194141765
diagnosis_bucket_renal|disorder of kidney|ESRD (end stage renal disease),160687.0,0.005544941407830129,0.0742578571546503
diagnosis_bucket_renal|disorder of kidney|acute renal failure,160687.0,0.01399615401370366,0.11747488059129393
diagnosis_bucket_renal|disorder of kidney|chronic kidney disease,160687.0,0.0038584328539334233,0.06199652626920519
diagnosis_bucket_renal|disorder of urinary tract / renal system infection|urinary tract infection,160687.0,0.004175820072563431,0.0644857230572808
diagnosis_bucket_toxicology|drug overdose|drug overdose- general,160687.0,0.0034725895685400812,0.058826458555736996
gender_Female,160687.0,0.4594708968367074,0.4983562354417654
gender_Male,160687.0,0.539626727737776,0.49842879983588617
gender_None,160687.0,0.0006721141100400156,0.02591653048984984
gender_Other,160687.0,4.97862303733345e-05,0.007055782134157361
gender_Unknown,160687.0,0.00018047508510333755,0.013432931057593253
glucose,160687.0,-0.00020743614560064447,0.9987334456988023
glucose__missing,160687.0,0.05531872522357129,0.22860203211005517
heartrate,160687.0,0.0006499113281911665,0.9991776835840751
heartrate__missing,160687.0,0.04277881844828767,0.20235870620703642
lactate,160687.0,-0.0013341253791321237,0.9932423007946194
lactate__missing,160687.0,0.642615768543815,0.47923081267212064
predictedhospitalmortality,160687.0,-0.0006189141064061349,0.9984612348946466
predictedhospitalmortality__missing,160687.0,0.2610540989625794,0.43921072036732983
respiration,160687.0,-0.0003232961880634256,1.0004923180887577
respiration__missing,160687.0,0.11366818722111932,0.3174088174895278
spo2,160687.0,-0.0008396759330074779,1.0078998791574612
spo2__missing,160687.0,0.055990839333611306,0.2299047502405324
systemicdiastolic,160687.0,0.00035227200446181345,0.9976308972560808
systemicdiastolic__missing,160687.0,0.768431795976028,0.4218358428505173
systemicmean,160687.0,-3.8415934231977725e-05,0.9961442325846483
systemicmean__missing,160687.0,0.7668946461132512,0.422810076040566
systemicsystolic,160687.0,-0.0011020500701504788,0.998515464630104
systemicsystolic__missing,160687.0,0.768413126139638,0.4218477227420388
temperature,160687.0,0.0005389771525212554,0.995011262750007
temperature__missing,160687.0,0.9035951881608344,0.29514651651740914
unittype_CCU-CTICU,160687.0,0.07567507016746844,0.26447833414749505
unittype_CSICU,160687.0,0.048267750346947795,0.2143321266399303
unittype_CTICU,160687.0,0.030444279873294042,0.17180689564916551
unittype_Cardiac ICU,160687.0,0.06215188534231145,0.24143195985999907
unittype_MICU,160687.0,0.08718191266250537,0.28210232545347075
unittype_Med-Surg ICU,160687.0,0.5638352822568098,0.49590985794689457
unittype_Neuro ICU,160687.0,0.07209668485938502,0.25864873713948977
unittype_SICU,160687.0,0.06034713449127808,0.23812960913212158
